OBJECTID,COMPKEY,COMPTYPE,SEGKEY,DISTANCE,WIDTH,UNITID,UNITTYPE,UNITDESC,BIKE_FACILITY,RACK_CAPACITY,DELINEATOR_POSTS,FINISH_TYPE,SURFACE_TYPE,INSTALL_DATE,MOUNT_TYPE,COLOR,MANUFACTURER,MODEL_TYPE,CONDITION,CONDITION_ASSESSMENT_DATE,SIDE,OWNERSHIP,CURRENT_STATUS,PRIMARYDISTRICTCD,SECONDARYDISTRICTCD,OVERRIDEYN,OVERRIDECOMMENT,Shape,SHAPE_LNG,SHAPE_LAT
63,583183,16,11347,251,-29,BKR-3126,BKR,LEARY WAY NW 0460 BLOCK NE SIDE ( 228) 52 FT SE/O NW BALLARD WAY                                                                                                                                                                                               ,SGL,2,N,GALV,PVCC,04/18/2012 12:00:00 AM +0000,SUFMT,NONE,BKR-CRMTL,BKR-RLRCK,GOOD,,NE,SDOT,INSVC,DISTRICT6, ,N,,"(47.662812177000035, -122.36832295699998)",-122.368322958087006,47.662812177078003
64,517884,16,14224,280,-25,BKR-1218,BKR,E JEFFERSON ST 0160 BLOCK S SIDE ( 250) 12 FT W/O 17TH AVE                                                                                                                                                                                                     ,SGL,2,N,GALV,PCC,,SUFMT,NONE,BKR-CRMTL,BKR-RLRCK,GOOD,07/23/2009 12:00:00 AM +0000,S,SDOT,INSVC,DISTRICT3, ,N,,"(47.60610779400008, -122.31042358499997)",-122.310423585975002,47.606107793982595
65,629426,16,14220,116,25,BKR-3507,BKR,E JEFFERSON ST 0120 BLOCK N SIDE (  86) 86 FT E/O 12TH AVE                                                                                                                                                                                                     ,SGL,2,N,GALV,PCC,04/14/2015 12:00:00 AM +0000,SUFMT, , ,BKR-RLRCK,GOOD,10/01/2015 12:00:00 AM +0000,N,SDOT,INSVC,DISTRICT3, ,N,,"(47.606269585000064, -122.31631091399998)",-122.316310915081019,47.606269584693003
66,574226,16,14521,95,17,BKR-3018,BKR,E NEWTON ST 0006 BLOCK N SIDE (  82) 82 FT E/O MINOR AVE E                                                                                                                                                                                                     ,SGL,2,N,GALV,PCC,10/10/2011 12:00:00 AM +0000,SUFMT,GRY,BKR-CRMTL,BKR-RLRCK,GOOD,,N,SDOT,INSVC,DISTRICT4, ,N,,"(47.63681253300007, -122.32798081899995)",-122.327980820560995,47.636812532756302
67,574233,16,14245,275,-24,BKR-3025,BKR,E JOHN ST 0110 BLOCK S SIDE ( 265) 31 FT W/O 12TH AVE E                                                                                                                                                                                                        ,SGL,2,N,GALV,PCC,10/10/2011 12:00:00 AM +0000,SUFMT,GRY,BKR-CRMTL,BKR-RLRCK,GOOD,,S,SDOT,INSVC,DISTRICT3, ,N,,"(47.61986950100004, -122.31712131199998)",-122.317121313228014,47.619869501275701
68,606493,16,12761,413,-37,BKR-3332,BKR,SEAVIEW AVE NW 0601 BLOCK E SIDE ( 400) 400 FT N/O NW 61ST ST                                                                                                                                                                                                  ,SGL,2,N,GALV,GRAVEL,11/12/2013 12:00:00 AM +0000,SUFMT, , ,BKR-RLRCK,GOOD,07/01/2014 12:00:00 AM +0000,E,SDOT,INSVC,DISTRICT6, ,N,,"(47.67389105500007, -122.40620985399994)",-122.406209855586013,47.673891054852398
69,517248,16,12727,103,-31,BKR-2861,BKR,SAND POINT WAY NE 0770 BLOCK E SIDE ( 103) 103 FT N/O NE 77TH ST                                                                                                                                                                                               ,SGL,10,N,GALV,BR,,SUFMT,NONE,BKR-CORA,BKR-W7510,GOOD,08/24/2009 12:00:00 AM +0000,E,SDOT,INSVC,DISTRICT4, ,N,,"(47.68504865300008, -122.26445665399996)",-122.264456655021007,47.685048653204191
70,632387,16,12153,146,31,BKR-3601,BKR,PHINNEY AVE N 0580 BLOCK W SIDE ( 133) 75 FT S/O N 59TH ST                                                                                                                                                                                                     ,SGL,2,N,GALV,PCC,01/22/2016 12:00:00 AM +0000, , , , ,GOOD,,W,SDOT,INSVC,DISTRICT6, ,N,,"(47.671550781000064, -122.35451359899997)",-122.354513600719997,47.671550781353794
71,518667,16,13318,125,27,BKR-1933,BKR,VIRGINIA ST 0080 BLOCK NW SIDE ( 102) 102 FT NE/O 8TH AVE                                                                                                                                                                                                      ,SGL,2,N,GALV,PCC,,SUFMT,NONE,BKR-CRMTL,BKR-RLRCK,GOOD,07/15/2009 12:00:00 AM +0000,NW,SDOT,INSVC,DISTRICT7, ,N,,"(47.61602698100006, -122.33634501999995)",-122.336345020965013,47.6160269813209
72,518668,16,13318,261,27,BKR-991,BKR,VIRGINIA ST 0080 BLOCK NW SIDE ( 238) 42 FT SW/O 9TH AVE                                                                                                                                                                                                       ,SGL,2,N,GALV,PCC,04/14/2009 12:00:00 AM +0000,STBS,NONE,BKR-CRMTL,BKR-CRRKB,GOOD,07/15/2009 12:00:00 AM +0000,NW,SDOT,INSVC,DISTRICT7, ,N,,"(47.61630664000006, -122.33598315699999)",-122.335983158388004,47.616306640391194
73,517305,16,9045,159,29,BKR-2398,BKR,BALLARD AVE NW 0530 BLOCK SW SIDE ( 149) 149 FT NW/O NW VERNON PL                                                                                                                                                                                              ,SGL,2,N,GALV,PCC,08/13/2009 12:00:00 AM +0000,SUFMT,NONE,BKR-CRMTL,BKR-INVRU, ,,SW,SDOT,OUTSVC,DISTRICT6, ,N,,"(47.66670015900007, -122.38369225299999)",-122.383692254750997,47.666700159370599
74,667586,16,13241,-271,17,BKR-3893,BKR,UTAH AVE S 0270 BLOCK E SIDE (-284) -284 FT S/O S LANDER ST                                                                                                                                                                                                    ,SGL,2,N,GALV,PCC,02/08/2017 12:00:00 AM +0000,SUFMT,NONE, ,BKR-INVRU,GOOD,02/08/2017 12:00:00 AM +0000,E, ,INSVC,DISTRICT2, ,N,,,-127.390658288157013,46.808300079110097
75,667585,16,13241,-250,17,BKR-3892,BKR,UTAH AVE S 0270 BLOCK E SIDE (-263) -263 FT S/O S LANDER ST                                                                                                                                                                                                    ,SGL,2,N,GALV,PCC,02/08/2017 12:00:00 AM +0000,SUFMT,NONE, ,BKR-INVRU,GOOD,02/08/2017 12:00:00 AM +0000,E, ,INSVC,DISTRICT2, ,N,,,-127.390658288157013,46.808300079110097
76,667584,16,13239,822,17,BKR-3891,BKR,UTAH AVE S 0220 BLOCK E SIDE ( 809) -75 FT N/O S STACY ST                                                                                                                                                                                                      ,SGL,2,N,GALV,PCC,02/08/2017 12:00:00 AM +0000,SUFMT,NONE, ,BKR-INVRU,GOOD,02/08/2017 12:00:00 AM +0000,E, ,INSVC,DISTRICT2, ,N,,,-127.390658288157013,46.808300079110097
77,597112,16,11148,53,27,BKR-3285,BKR,LAKE CITY WAY NE 0820 BLOCK NW SIDE (  30) 30 FT NE/O NE 82ND ST                                                                                                                                                                                               ,SGL,2,N,GALV,PCC,05/31/2013 12:00:00 AM +0000,SUFMT, , ,BKR-RLRCK,GOOD,08/01/2015 12:00:00 AM +0000,NW,SDOT,INSVC,DISTRICT4, ,N,,"(47.688658703000044, -122.31068962499995)",-122.310689625924013,47.688658702720296
78,518481,16,11050,143,-25,BKR-1456,BKR,JAMES ST 0020 BLOCK SE SIDE ( 114) 114 FT NE/O 2ND AVE                                                                                                                                                                                                         ,SGL,2,N,GALV,PCC,,SUFMT,NONE,BKR-CRMTL,BKR-RLRCK,GOOD,09/08/2009 12:00:00 AM +0000,SE,SDOT,INSVC,DISTRICT7, ,N,,"(47.602452510000035, -122.331974404)",-122.331974404966999,47.602452509741198
79,518891,16,23073,43,11,BKR-2621,BKR,W BARRETT ST 0320 BLOCK S SIDE (  30) 30 FT W/O 32ND AVE W                                                                                                                                                                                                     ,SGL,2,N,GALV,PCC,,SUFMT,NONE,BKR-CRMTL,BKR-RLRCK,GOOD,08/14/2009 12:00:00 AM +0000,S,SDOT,INSVC,DISTRICT7, ,N,,"(47.646789985000055, -122.39843720399995)",-122.398437205688012,47.646789985322698
80,516764,16,1008,221,30,BKR-1281,BKR,1ST AVE 0140 BLOCK SW SIDE ( 208) 182 FT SE/O PIKE ST                                                                                                                                                                                                          ,SGL,2,N,GALV,PCC,,SUFMT,NONE,BKR-CRMTL,BKR-RLRCK,GOOD,,SW,SDOT,INSVC,DISTRICT7, ,N,,"(47.60829873400007, -122.33967875599996)",-122.339678757336998,47.608298734167398
81,518890,16,23073,425,11,BKR-2620,BKR,W BARRETT ST 0320 BLOCK S SIDE ( 412) 218 FT E/O 34TH AVE W                                                                                                                                                                                                    ,SGL,2,N,GALV,PCC,,SUFMT,NONE,BKR-CRMTL,BKR-RLRCK,GOOD,08/14/2009 12:00:00 AM +0000,S,SDOT,INSVC,DISTRICT7, ,N,,"(47.64679374000008, -122.39998531699996)",-122.399985318668001,47.646793739621394
82,518570,16,11371,50,25,BKR-670,BKR,LENORA ST 0050 BLOCK NW SIDE (  24) 24 FT NE/O 5TH AVE                                                                                                                                                                                                         ,SGL,2,N,GALV,PCC,04/15/2008 12:00:00 AM +0000,SUFMT,NONE,BKR-CRMTL,BKR-RLRCK,GOOD,07/15/2009 12:00:00 AM +0000,NW,SDOT,INSVC,DISTRICT7, ,N,,"(47.61464356400006, -122.34041696399999)",-122.340416964874009,47.614643564071599
83,518648,16,12023,275,28,BKR-2837,BKR,OCCIDENTAL AVE S 0040 BLOCK E SIDE ( 254) 53 FT N/O S KING E ST                                                                                                                                                                                                ,SGL,2,N,GALV,PCC,,SUFMT,NONE,BKR-ARCRE,BKR-RLRCK,GOOD,10/15/2009 12:00:00 AM +0000,E,SDOT,INSVC,DISTRICT2, ,N,,"(47.598450823000064, -122.33277157699996)",-122.332771577962006,47.598450822816702
84,518647,16,12023,273,-26,BKR-2848,BKR,OCCIDENTAL AVE S 0040 BLOCK W SIDE ( 252) 55 FT N/O S KING E ST                                                                                                                                                                                                ,SGL,2,N,GALV,PCC,,SUFMT,NONE,BKR-ARCRE,BKR-RLRCK,GOOD,10/15/2009 12:00:00 AM +0000,W,SDOT,INSVC,DISTRICT2, ,N,,"(47.598456644000066, -122.33299042599998)",-122.332990427061006,47.598456644222004
85,663401,16,12023,46,-26,BKR-3813,BKR,OCCIDENTAL AVE S 0040 BLOCK W SIDE (  25) 25 FT S/O S JACKSON ST                                                                                                                                                                                               ,CLSTR,6,N,OTHER,PCC,01/19/2017 12:00:00 AM +0000, , , , ,GOOD,01/19/2017 12:00:00 AM +0000,W, ,INSVC,DISTRICT2, ,N,,"(47.599077288000046, -122.33298823799998)",-122.332988239801011,47.599077287607699
86,518643,16,12022,49,27,BKR-1177,BKR,OCCIDENTAL AVE S 0010 BLOCK E SIDE (  29) 29 FT S/O YESLER WAY                                                                                                                                                                                                 ,SGL,2,N,GALV,BR,,SUFMT,NONE,BKR-ARCRE,BKR-RLRCK,GOOD,10/15/2009 12:00:00 AM +0000,E,SDOT,INSVC,DISTRICT7, ,N,,"(47.601586620000035, -122.33276474599995)",-122.332764747043996,47.6015866201178
87,554517,16,1546,56,34,BKR-2960,BKR,12TH AVE 0150 BLOCK W SIDE (  30) 30 FT N/O E PIKE ST                                                                                                                                                                                                          ,ONST,14,Y,GALV,AC,10/20/2010 12:00:00 AM +0000,SUFMT,NONE,BKR-DERO,BKR-OSBP,GOOD,10/20/2010 12:00:00 AM +0000,W,SDOT,INSVC,DISTRICT3, ,N,,"(47.61425600300004, -122.316976109)",-122.31697611044801,47.614256002922694
88,601630,16,1534,139,-33,BKR-3299,BKR,12TH AVE 0090 BLOCK E SIDE ( 120) 120 FT N/O E MARION ST                                                                                                                                                                                                       ,ONST,12,Y,GALV,AC,08/30/2013 12:00:00 AM +0000, , , , , ,,E,SDOT, ,DISTRICT3, ,N,,"(47.610775094000076, -122.31664541799995)",-122.316645418925006,47.610775093675194
89,516766,16,1008,355,30,BKR-1928,BKR,1ST AVE 0140 BLOCK SW SIDE ( 342) 48 FT SE/O PIKE ST                                                                                                                                                                                                           ,SGL,2,N,GALV,PCC,03/06/2009 12:00:00 AM +0000,SUFMT,NONE,BKR-CRMTL,BKR-RLRCK,GOOD,,SW,SDOT,INSVC,DISTRICT7, ,N,,"(47.60861029100005, -122.33996373299999)",-122.339963734676999,47.608610290878396
90,516982,16,1532,302,-30,BKR-593,BKR,12TH AVE 0070 BLOCK E SIDE ( 287) 103 FT S/O E COLUMBIA ST                                                                                                                                                                                                     ,SGL,2,N,GALV,PCC,,SUFMT,NONE,BKR-CRMTL,BKR-RLRCK,GOOD,07/22/2009 12:00:00 AM +0000,E,SDOT,INSVC,DISTRICT3, ,N,,"(47.608884731000046, -122.31665833599999)",-122.316658337370015,47.608884730484895
91,518452,16,19829,276,-46,BKR-2257,BKR,S DEARBORN ST 0070 BLOCK S SIDE ( 276) 0 FT W/O 8TH AVE S                                                                                                                                                                                                      ,SGL,8,N,GALV,PCC-PAD,,SUFMT,NONE,BKR-CORA,BKR-W4508,GOOD,10/19/2009 12:00:00 AM +0000,S,SDOT,INSVC,DISTRICT2, ,N,,"(47.595705370000076, -122.32264900299998)",-122.322649004298015,47.595705369546295
